joke_id,joke,cleanedText1,cleanedText2,cleanedText3,pos_tags,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRT,PRON,VERB,PUNC,OTHERS
37,"|  

  
A Jewish young man was seeing a psychiatrist for an eating and sleeping
disorder.  
  
""I am so obsessed with my mother... As soon as I go to sleep, I start
dreaming, and everyone in my dream turns into my mother. I wake up in such a
state, all I can do is go downstairs and eat a piece of toast.""  
  
The psychiatrist replies:  
  
""What, just one piece of toast, for a big boy like you?""

  
  
---|---

",a jewish young man was seeing a psychiatrist for an eating and sleeping disorder i am so obsessed with my mother as soon as i go to sleep i start dreaming and everyone in my dream turns into my mother i wake up in such a state all i can do is go downstairs and eat a piece of toast the psychiatrist replies what just one piece of toast for a big boy like you,jewish young man seeing psychiatrist eating sleeping disorder obsessed mother soon go sleep start dreaming everyone dream turns mother wake state go downstairs eat piece toast psychiatrist replies one piece toast big boy like,jewish young man seeing psychiatrist eating sleeping disorder obsessed mother soon go sleep start dreaming everyone dream turn mother wake state go downstairs eat piece toast psychiatrist reply one piece toast big boy like,"[('jewish', 'ADJ'), ('young', 'ADJ'), ('man', 'NOUN'), ('seeing', 'VERB'), ('psychiatrist', 'ADJ'), ('eating', 'VERB'), ('sleeping', 'VERB'), ('disorder', 'NOUN'), ('obsessed', 'VERB'), ('mother', 'ADV'), ('soon', 'ADV'), ('go', 'VERB'), ('sleep', 'ADJ'), ('start', 'NOUN'), ('dreaming', 'VERB'), ('everyone', 'NOUN'), ('dream', 'NOUN'), ('turns', 'VERB'), ('mother', 'ADV'), ('wake', 'ADJ'), ('state', 'NOUN'), ('go', 'VERB'), ('downstairs', 'ADV'), ('eat', 'ADV'), ('piece', 'ADJ'), ('toast', 'ADJ'), ('psychiatrist', 'NOUN'), ('replies', 'NOUN'), ('one', 'NUM'), ('piece', 'NOUN'), ('toast', 'NOUN'), ('big', 'ADJ'), ('boy', 'NOUN'), ('like', 'ADP')]","['jewish', 'young', 'psychiatrist', 'sleep', 'wake', 'piece', 'toast', 'big']",['like'],"['mother', 'soon', 'mother', 'downstairs', 'eat']",[],[],"['man', 'disorder', 'start', 'everyone', 'dream', 'state', 'psychiatrist', 'replies', 'piece', 'toast', 'boy']",['one'],[],[],"['seeing', 'eating', 'sleeping', 'obsessed', 'go', 'dreaming', 'turns', 'go']",[],[]
38,"|  

  
""May I take your order?"" the waiter asked.

""Yes, how do you prepare your chickens?""

""Nothing special sir,"" he replied. ""We just tell them straight out that
they're going to die.""  
  
---|---

",may i take your order the waiter asked yes how do you prepare your chickens nothing special sir he replied we just tell them straight out that they re going to die,may take order waiter asked yes prepare chickens nothing special sir replied tell straight re going die,may take order waiter asked yes prepare chicken nothing special sir replied tell straight re going die,"[('may', 'VERB'), ('take', 'VERB'), ('order', 'NOUN'), ('waiter', 'NOUN'), ('asked', 'VERB'), ('yes', 'NOUN'), ('prepare', 'VERB'), ('chickens', 'NOUN'), ('nothing', 'NOUN'), ('special', 'ADJ'), ('sir', 'NOUN'), ('replied', 'VERB'), ('tell', 'NOUN'), ('straight', 'ADV'), ('re', 'VERB'), ('going', 'VERB'), ('die', 'VERB')]",['special'],[],['straight'],[],[],"['order', 'waiter', 'yes', 'chickens', 'nothing', 'sir', 'tell']",[],[],[],"['may', 'take', 'asked', 'prepare', 'replied', 're', 'going', 'die']",[],[]
39,"|  

  
What is the difference between men and women:  
  
A woman wants one man to satisfy her every need.  
A man wants every woman to satisfy his one need.

  
  
---|---

",what is the difference between men and women a woman wants one man to satisfy her every need a man wants every woman to satisfy his one need,difference men women woman wants one man satisfy every need man wants every woman satisfy one need,difference men woman woman want one man satisfy every need man want every woman satisfy one need,"[('difference', 'NOUN'), ('men', 'NOUN'), ('women', 'NOUN'), ('woman', 'NOUN'), ('wants', 'VERB'), ('one', 'NUM'), ('man', 'NOUN'), ('satisfy', 'NOUN'), ('every', 'DET'), ('need', 'NOUN'), ('man', 'NOUN'), ('wants', 'VERB'), ('every', 'DET'), ('woman', 'NOUN'), ('satisfy', 'VERB'), ('one', 'NUM'), ('need', 'NOUN')]",[],[],[],[],"['every', 'every']","['difference', 'men', 'women', 'woman', 'man', 'satisfy', 'need', 'man', 'woman', 'need']","['one', 'one']",[],[],"['wants', 'wants', 'satisfy']",[],[]
4,"|  

  
Q. What's the difference between a man and a toilet?

A. A toilet doesn't follow you around after you use it.  
---|---

",q what s the difference between a man and a toilet a a toilet doesn t follow you around after you use it,q difference man toilet toilet doesn follow around use,q difference man toilet toilet doesn follow around use,"[('q', 'NOUN'), ('difference', 'NOUN'), ('man', 'NOUN'), ('toilet', 'NOUN'), ('toilet', 'NOUN'), ('doesn', 'NOUN'), ('follow', 'VERB'), ('around', 'ADP'), ('use', 'NOUN')]",[],['around'],[],[],[],"['q', 'difference', 'man', 'toilet', 'toilet', 'doesn', 'use']",[],[],[],['follow'],[],[]
40,"|  

  
How many Irishmen does it take to change a lightbulb?

Two, one to hold the lightbulb and the other to drink until the room spins.  
---|---

",how many irishmen does it take to change a lightbulb two one to hold the lightbulb and the other to drink until the room spins,many irishmen take change lightbulb two one hold lightbulb drink room spins,many irishman take change lightbulb two one hold lightbulb drink room spin,"[('many', 'ADJ'), ('irishmen', 'NOUN'), ('take', 'VERB'), ('change', 'NOUN'), ('lightbulb', 'NOUN'), ('two', 'NUM'), ('one', 'NUM'), ('hold', 'NOUN'), ('lightbulb', 'NOUN'), ('drink', 'VERB'), ('room', 'NOUN'), ('spins', 'NOUN')]",['many'],[],[],[],[],"['irishmen', 'change', 'lightbulb', 'hold', 'lightbulb', 'room', 'spins']","['two', 'one']",[],[],"['take', 'drink']",[],[]
41,"|  

  
What does an atheist say during an orgasm?

""Oh Darwin! Oh Darwin!...""  
  
---|---

",what does an atheist say during an orgasm oh darwin oh darwin,atheist say orgasm oh darwin oh darwin,atheist say orgasm oh darwin oh darwin,"[('atheist', 'ADJ'), ('say', 'VERB'), ('orgasm', 'ADJ'), ('oh', 'ADJ'), ('darwin', 'NOUN'), ('oh', 'NOUN'), ('darwin', 'NOUN')]","['atheist', 'orgasm', 'oh']",[],[],[],[],"['darwin', 'oh', 'darwin']",[],[],[],['say'],[],[]
42,"|  

  
Two men are discussing the age old question: who enjoys sex more, the man or
the woman? A woman walks by and listens in for awhile and then interrupts:

""Listen you guys. You know when your ear itches and you put in your little
finger and wiggle it around for awhile? Afterward, which feels better, your
finger or your ear?""  
  
---|---

",two men are discussing the age old question who enjoys sex more the man or the woman a woman walks by and listens in for awhile and then interrupts listen you guys you know when your ear itches and you put in your little finger and wiggle it around for awhile afterward which feels better your finger or your ear,two men discussing age old question enjoys sex man woman woman walks listens awhile interrupts listen guys know ear itches put little finger wiggle around awhile afterward feels better finger ear,two men discussing age old question enjoys sex man woman woman walk listens awhile interrupt listen guy know ear itch put little finger wiggle around awhile afterward feel better finger ear,"[('two', 'NUM'), ('men', 'NOUN'), ('discussing', 'VERB'), ('age', 'NOUN'), ('old', 'ADJ'), ('question', 'NOUN'), ('enjoys', 'VERB'), ('sex', 'NOUN'), ('man', 'NOUN'), ('woman', 'NOUN'), ('woman', 'NOUN'), ('walks', 'VERB'), ('listens', 'NOUN'), ('awhile', 'ADP'), ('interrupts', 'NOUN'), ('listen', 'VERB'), ('guys', 'NOUN'), ('know', 'VERB'), ('ear', 'ADJ'), ('itches', 'NOUN'), ('put', 'VERB'), ('little', 'ADJ'), ('finger', 'NOUN'), ('wiggle', 'VERB'), ('around', 'ADP'), ('awhile', 'ADV'), ('afterward', 'ADJ'), ('feels', 'NOUN'), ('better', 'ADV'), ('finger', 'NOUN'), ('ear', 'VERB')]","['old', 'ear', 'little', 'afterward']","['awhile', 'around']","['awhile', 'better']",[],[],"['men', 'age', 'question', 'sex', 'man', 'woman', 'woman', 'listens', 'interrupts', 'guys', 'itches', 'finger', 'feels', 'finger']",['two'],[],[],"['discussing', 'enjoys', 'walks', 'listen', 'know', 'put', 'wiggle', 'ear']",[],[]
43,"|  

  
Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives
of the great composers.

Stallone says ""I want to be Mozart.""

Swartzeneger says: ""In that case... I'll be Bach.""  
  
---|---

",arnold swartzeneger and sylvester stallone are making a movie about the lives of the great composers stallone says i want to be mozart swartzeneger says in that case i ll be bach,arnold swartzeneger sylvester stallone making movie lives great composers stallone says want mozart swartzeneger says case ll bach,arnold swartzeneger sylvester stallone making movie life great composer stallone say want mozart swartzeneger say case ll bach,"[('arnold', 'ADV'), ('swartzeneger', 'NOUN'), ('sylvester', 'NOUN'), ('stallone', 'NOUN'), ('making', 'VERB'), ('movie', 'NOUN'), ('lives', 'VERB'), ('great', 'ADJ'), ('composers', 'NOUN'), ('stallone', 'VERB'), ('says', 'VERB'), ('want', 'VERB'), ('mozart', 'NOUN'), ('swartzeneger', 'NOUN'), ('says', 'VERB'), ('case', 'NOUN'), ('ll', 'VERB'), ('bach', 'NOUN')]",['great'],[],['arnold'],[],[],"['swartzeneger', 'sylvester', 'stallone', 'movie', 'composers', 'mozart', 'swartzeneger', 'case', 'bach']",[],[],[],"['making', 'lives', 'stallone', 'says', 'want', 'says', 'll']",[],[]
44,"|  

  

A horse walks into a bar. Bartender says:

""So, why the long face?""  
  
---|---

",a horse walks into a bar bartender says so why the long face,horse walks bar bartender says long face,horse walk bar bartender say long face,"[('horse', 'NOUN'), ('walks', 'NOUN'), ('bar', 'NOUN'), ('bartender', 'NOUN'), ('says', 'VERB'), ('long', 'ADV'), ('face', 'NOUN')]",[],[],['long'],[],[],"['horse', 'walks', 'bar', 'bartender', 'face']",[],[],[],['says'],[],[]
45,"|  

  

A boy comes home from school and tells his mother that he got a part in the
school play. ""What part?"" the mother asked. ""I play a Jewish husband,"" the boy
replied.

""Go back to school and tell your teacher that you want a speaking role!""  
  
---|---

",a boy comes home from school and tells his mother that he got a part in the school play what part the mother asked i play a jewish husband the boy replied go back to school and tell your teacher that you want a speaking role,boy comes home school tells mother got part school play part mother asked play jewish husband boy replied go back school tell teacher want speaking role,boy come home school tell mother got part school play part mother asked play jewish husband boy replied go back school tell teacher want speaking role,"[('boy', 'NOUN'), ('comes', 'VERB'), ('home', 'ADV'), ('school', 'NOUN'), ('tells', 'NOUN'), ('mother', 'ADV'), ('got', 'VERB'), ('part', 'NOUN'), ('school', 'NOUN'), ('play', 'VERB'), ('part', 'NOUN'), ('mother', 'NOUN'), ('asked', 'VERB'), ('play', 'NOUN'), ('jewish', 'ADJ'), ('husband', 'NOUN'), ('boy', 'NOUN'), ('replied', 'VERB'), ('go', 'VERB'), ('back', 'ADV'), ('school', 'NOUN'), ('tell', 'NOUN'), ('teacher', 'NOUN'), ('want', 'VERB'), ('speaking', 'NOUN'), ('role', 'NOUN')]",['jewish'],[],"['home', 'mother', 'back']",[],[],"['boy', 'school', 'tells', 'part', 'school', 'part', 'mother', 'play', 'husband', 'boy', 'school', 'tell', 'teacher', 'speaking', 'role']",[],[],[],"['comes', 'got', 'play', 'asked', 'replied', 'go', 'want']",[],[]
46,"|  

  

A couple has been married for 75 years. For the husband's 95th birthday, his
wife decides to surprise him by hiring a prostitute. That day, the doorbell
rings. The husband uses his walker to get to the door and opens it.

A 21-year-old in a latex outfit smiles and says, ""Hi, I here to give you super
sex!""

The old man says, ""I'll take the soup.""  
  
---|---

",a couple has been married for 75 years for the husband s 95th birthday his wife decides to surprise him by hiring a prostitute that day the doorbell rings the husband uses his walker to get to the door and opens it a 21 year old in a latex outfit smiles and says hi i here to give you super sex the old man says i ll take the soup,couple married 75 years husband 95th birthday wife decides surprise hiring prostitute day doorbell rings husband uses walker get door opens 21 year old latex outfit smiles says hi give super sex old man says ll take soup,couple married 75 year husband 95th birthday wife decides surprise hiring prostitute day doorbell ring husband us walker get door open 21 year old latex outfit smile say hi give super sex old man say ll take soup,"[('couple', 'NOUN'), ('married', 'VERB'), ('75', 'NUM'), ('years', 'NOUN'), ('husband', 'VERB'), ('95th', 'NUM'), ('birthday', 'ADJ'), ('wife', 'NOUN'), ('decides', 'NOUN'), ('surprise', 'VERB'), ('hiring', 'VERB'), ('prostitute', 'NOUN'), ('day', 'NOUN'), ('doorbell', 'VERB'), ('rings', 'NOUN'), ('husband', 'VERB'), ('uses', 'VERB'), ('walker', 'NOUN'), ('get', 'VERB'), ('door', 'ADJ'), ('opens', 'NOUN'), ('21', 'NUM'), ('year', 'NOUN'), ('old', 'ADJ'), ('latex', 'NOUN'), ('outfit', 'NOUN'), ('smiles', 'NOUN'), ('says', 'VERB'), ('hi', 'NOUN'), ('give', 'ADJ'), ('super', 'ADJ'), ('sex', 'NOUN'), ('old', 'ADJ'), ('man', 'NOUN'), ('says', 'VERB'), ('ll', 'ADJ'), ('take', 'VERB'), ('soup', 'NOUN')]","['birthday', 'door', 'old', 'give', 'super', 'old', 'll']",[],[],[],[],"['couple', 'years', 'wife', 'decides', 'prostitute', 'day', 'rings', 'walker', 'opens', 'year', 'latex', 'outfit', 'smiles', 'hi', 'sex', 'man', 'soup']","['75', '95th', '21']",[],[],"['married', 'husband', 'surprise', 'hiring', 'doorbell', 'husband', 'uses', 'get', 'says', 'says', 'take']",[],[]
47,"|  

  
There was an engineer who had an exceptional gift for fixing all things
mechanical. After serving his company loyally for over 30 years, he happily
retired. Several years later the company contacted him regarding a seemingly
impossible problem they were having with one of their multi-million dollar
machines. They had tried everything and everyone else to get the machine
fixed, but to no avail. In desperation, they called on the retired engineer
who had solved so many of their problems in the past.

The engineer reluctantly took the challenge. He spent a day studying the huge
machine. At the end of the day, he marked a small ""x"" in chalk on a particular
component of the machine and proudly stated,

""This is where your problem is"".

The part was replaced and the machine worked perfectly again. The company
received a bill for $50,000 from the engineer for his service.They demanded an
itemized accounting of his charges. The engineer responded briefly:

One chalk mark $1

Knowing where to put it $49,999

It was paid in full and the engineer retired again in peace.  
  
---|---

",there was an engineer who had an exceptional gift for fixing all things mechanical after serving his company loyally for over 30 years he happily retired several years later the company contacted him regarding a seemingly impossible problem they were having with one of their multi million dollar machines they had tried everything and everyone else to get the machine fixed but to no avail in desperation they called on the retired engineer who had solved so many of their problems in the past the engineer reluctantly took the challenge he spent a day studying the huge machine at the end of the day he marked a small x in chalk on a particular component of the machine and proudly stated this is where your problem is the part was replaced and the machine worked perfectly again the company received a bill for 50 000 from the engineer for his service they demanded an itemized accounting of his charges the engineer responded briefly one chalk mark 1 knowing where to put it 49 999 it was paid in full and the engineer retired again in peace,engineer exceptional gift fixing things mechanical serving company loyally 30 years happily retired several years later company contacted regarding seemingly impossible problem one multi million dollar machines tried everything everyone else get machine fixed avail desperation called retired engineer solved many problems past engineer reluctantly took challenge spent day studying huge machine end day marked small x chalk particular component machine proudly stated problem part replaced machine worked perfectly company received bill 50 000 engineer service demanded itemized accounting charges engineer responded briefly one chalk mark 1 knowing put 49 999 paid full engineer retired peace,engineer exceptional gift fixing thing mechanical serving company loyally 30 year happily retired several year later company contacted regarding seemingly impossible problem one multi million dollar machine tried everything everyone else get machine fixed avail desperation called retired engineer solved many problem past engineer reluctantly took challenge spent day studying huge machine end day marked small x chalk particular component machine proudly stated problem part replaced machine worked perfectly company received bill 50 000 engineer service demanded itemized accounting charge engineer responded briefly one chalk mark 1 knowing put 49 999 paid full engineer retired peace,"[('engineer', 'NOUN'), ('exceptional', 'ADJ'), ('gift', 'NOUN'), ('fixing', 'VERB'), ('things', 'NOUN'), ('mechanical', 'ADJ'), ('serving', 'VERB'), ('company', 'NOUN'), ('loyally', 'ADV'), ('30', 'NUM'), ('years', 'NOUN'), ('happily', 'ADV'), ('retired', 'VERB'), ('several', 'ADJ'), ('years', 'NOUN'), ('later', 'ADV'), ('company', 'NOUN'), ('contacted', 'VERB'), ('regarding', 'VERB'), ('seemingly', 'ADV'), ('impossible', 'ADJ'), ('problem', 'NOUN'), ('one', 'NUM'), ('multi', 'NOUN'), ('million', 'NUM'), ('dollar', 'NOUN'), ('machines', 'NOUN'), ('tried', 'VERB'), ('everything', 'NOUN'), ('everyone', 'NOUN'), ('else', 'ADJ'), ('get', 'NOUN'), ('machine', 'NOUN'), ('fixed', 'VERB'), ('avail', 'ADJ'), ('desperation', 'NOUN'), ('called', 'VERB'), ('retired', 'VERB'), ('engineer', 'ADV'), ('solved', 'VERB'), ('many', 'ADJ'), ('problems', 'NOUN'), ('past', 'ADP'), ('engineer', 'NOUN'), ('reluctantly', 'ADV'), ('took', 'VERB'), ('challenge', 'NOUN'), ('spent', 'VERB'), ('day', 'NOUN'), ('studying', 'VERB'), ('huge', 'ADJ'), ('machine', 'NOUN'), ('end', 'NOUN'), ('day', 'NOUN'), ('marked', 'VERB'), ('small', 'ADJ'), ('x', 'NOUN'), ('chalk', 'NOUN'), ('particular', 'ADJ'), ('component', 'NOUN'), ('machine', 'NOUN'), ('proudly', 'ADV'), ('stated', 'VERB'), ('problem', 'NOUN'), ('part', 'NOUN'), ('replaced', 'VERB'), ('machine', 'NOUN'), ('worked', 'VERB'), ('perfectly', 'ADV'), ('company', 'NOUN'), ('received', 'VERB'), ('bill', 'NOUN'), ('50', 'NUM'), ('000', 'NUM'), ('engineer', 'NOUN'), ('service', 'NOUN'), ('demanded', 'VERB'), ('itemized', 'ADJ'), ('accounting', 'NOUN'), ('charges', 'NOUN'), ('engineer', 'VERB'), ('responded', 'VERB'), ('briefly', 'NOUN'), ('one', 'NUM'), ('chalk', 'NOUN'), ('mark', 'NOUN'), ('1', 'NUM'), ('knowing', 'NOUN'), ('put', 'VERB'), ('49', 'NUM'), ('999', 'NUM'), ('paid', 'VERB'), ('full', 'ADJ'), ('engineer', 'NOUN'), ('retired', 'VERB'), ('peace', 'NOUN')]","['exceptional', 'mechanical', 'several', 'impossible', 'else', 'avail', 'many', 'huge', 'small', 'particular', 'itemized', 'full']",['past'],"['loyally', 'happily', 'later', 'seemingly', 'engineer', 'reluctantly', 'proudly', 'perfectly']",[],[],"['engineer', 'gift', 'things', 'company', 'years', 'years', 'company', 'problem', 'multi', 'dollar', 'machines', 'everything', 'everyone', 'get', 'machine', 'desperation', 'problems', 'engineer', 'challenge', 'day', 'machine', 'end', 'day', 'x', 'chalk', 'component', 'machine', 'problem', 'part', 'machine', 'company', 'bill', 'engineer', 'service', 'accounting', 'charges', 'briefly', 'chalk', 'mark', 'knowing', 'engineer', 'peace']","['30', 'one', 'million', '50', '000', 'one', '1', '49', '999']",[],[],"['fixing', 'serving', 'retired', 'contacted', 'regarding', 'tried', 'fixed', 'called', 'retired', 'solved', 'took', 'spent', 'studying', 'marked', 'stated', 'replaced', 'worked', 'received', 'demanded', 'engineer', 'responded', 'put', 'paid', 'retired']",[],[]
48,"|  

  
The graduate with a Science degree asks, ""Why does it work?""

The graduate with an Engineering degree asks, ""How does it work?""

The graduate with an Accounting degree Asks, ""How much will it cost?""

The graduate with a Liberal Arts degree asks, ""Do you want fries with that?""  
  
---|---

",the graduate with a science degree asks why does it work the graduate with an engineering degree asks how does it work the graduate with an accounting degree asks how much will it cost the graduate with a liberal arts degree asks do you want fries with that,graduate science degree asks work graduate engineering degree asks work graduate accounting degree asks much cost graduate liberal arts degree asks want fries,graduate science degree asks work graduate engineering degree asks work graduate accounting degree asks much cost graduate liberal art degree asks want fry,"[('graduate', 'NOUN'), ('science', 'NOUN'), ('degree', 'NOUN'), ('asks', 'VERB'), ('work', 'NOUN'), ('graduate', 'NOUN'), ('engineering', 'NOUN'), ('degree', 'NOUN'), ('asks', 'VERB'), ('work', 'NOUN'), ('graduate', 'NOUN'), ('accounting', 'NOUN'), ('degree', 'NOUN'), ('asks', 'VERB'), ('much', 'ADV'), ('cost', 'NOUN'), ('graduate', 'NOUN'), ('liberal', 'ADJ'), ('arts', 'NOUN'), ('degree', 'VERB'), ('asks', 'NOUN'), ('want', 'VERB'), ('fries', 'NOUN')]",['liberal'],[],['much'],[],[],"['graduate', 'science', 'degree', 'work', 'graduate', 'engineering', 'degree', 'work', 'graduate', 'accounting', 'degree', 'cost', 'graduate', 'arts', 'asks', 'fries']",[],[],[],"['asks', 'asks', 'asks', 'degree', 'want']",[],[]
49,"|  

  
Three engineering students were gathered together discussing the possible
designers of the human body.

One said, ""It was a mechanical engineer. Just look at all the joints.""

Another said, ""No, it was an electrical engineer. The nervous systems many
thousands of electrical connections.""

The last said, ""Actually it was a civil engineer. Who else would run a toxic
waste pipeline through a recreational area?""  
  
---|---

",three engineering students were gathered together discussing the possible designers of the human body one said it was a mechanical engineer just look at all the joints another said no it was an electrical engineer the nervous systems many thousands of electrical connections the last said actually it was a civil engineer who else would run a toxic waste pipeline through a recreational area,three engineering students gathered together discussing possible designers human body one said mechanical engineer look joints another said electrical engineer nervous systems many thousands electrical connections last said actually civil engineer else would run toxic waste pipeline recreational area,three engineering student gathered together discussing possible designer human body one said mechanical engineer look joint another said electrical engineer nervous system many thousand electrical connection last said actually civil engineer else would run toxic waste pipeline recreational area,"[('three', 'NUM'), ('engineering', 'NOUN'), ('students', 'NOUN'), ('gathered', 'VERB'), ('together', 'ADV'), ('discussing', 'VERB'), ('possible', 'ADJ'), ('designers', 'NOUN'), ('human', 'ADJ'), ('body', 'NOUN'), ('one', 'NUM'), ('said', 'VERB'), ('mechanical', 'ADJ'), ('engineer', 'NOUN'), ('look', 'NOUN'), ('joints', 'NOUN'), ('another', 'DET'), ('said', 'VERB'), ('electrical', 'ADJ'), ('engineer', 'NOUN'), ('nervous', 'ADJ'), ('systems', 'NOUN'), ('many', 'ADJ'), ('thousands', 'NOUN'), ('electrical', 'ADJ'), ('connections', 'NOUN'), ('last', 'ADJ'), ('said', 'VERB'), ('actually', 'ADV'), ('civil', 'ADJ'), ('engineer', 'NOUN'), ('else', 'ADV'), ('would', 'VERB'), ('run', 'VERB'), ('toxic', 'ADJ'), ('waste', 'NOUN'), ('pipeline', 'NOUN'), ('recreational', 'ADJ'), ('area', 'NOUN')]","['possible', 'human', 'mechanical', 'electrical', 'nervous', 'many', 'electrical', 'last', 'civil', 'toxic', 'recreational']",[],"['together', 'actually', 'else']",[],['another'],"['engineering', 'students', 'designers', 'body', 'engineer', 'look', 'joints', 'engineer', 'systems', 'thousands', 'connections', 'engineer', 'waste', 'pipeline', 'area']","['three', 'one']",[],[],"['gathered', 'discussing', 'said', 'said', 'said', 'would', 'run']",[],[]
5,"|  

  
Q. What's O. J. Simpson's Internet address?

A. Slash, slash, backslash, slash, slash, escape.  
  
---|---

",q what s o j simpson s internet address a slash slash backslash slash slash escape,q o j simpson internet address slash slash backslash slash slash escape,q o j simpson internet address slash slash backslash slash slash escape,"[('q', 'NOUN'), ('o', 'VERB'), ('j', 'VERB'), ('simpson', 'ADJ'), ('internet', 'NOUN'), ('address', 'NOUN'), ('slash', 'NOUN'), ('slash', 'NOUN'), ('backslash', 'NOUN'), ('slash', 'NOUN'), ('slash', 'NOUN'), ('escape', 'NOUN')]",['simpson'],[],[],[],[],"['q', 'internet', 'address', 'slash', 'slash', 'backslash', 'slash', 'slash', 'escape']",[],[],[],"['o', 'j']",[],[]
50,"|  

  
A guy goes into confession and says to the priest, ""Father, I'm 80 years old,
widower, with 11 grandchildren. Last night I met two beautiful flight
attendants. They took me home and I made love to both of them. Twice.""

The priest said: ""Well, my son, when was the last time you were in
confession?""

""Never Father, I'm Jewish.""

""So then, why are you telling me?""

""I'm telling everybody.""  
  
---|---

",a guy goes into confession and says to the priest father i m 80 years old widower with 11 grandchildren last night i met two beautiful flight attendants they took me home and i made love to both of them twice the priest said well my son when was the last time you were in confession never father i m jewish so then why are you telling me i m telling everybody,guy goes confession says priest father m 80 years old widower 11 grandchildren last night met two beautiful flight attendants took home made love twice priest said well son last time confession never father m jewish telling m telling everybody,guy go confession say priest father m 80 year old widower 11 grandchild last night met two beautiful flight attendant took home made love twice priest said well son last time confession never father m jewish telling m telling everybody,"[('guy', 'NOUN'), ('goes', 'VERB'), ('confession', 'NOUN'), ('says', 'VERB'), ('priest', 'ADP'), ('father', 'NOUN'), ('m', 'NOUN'), ('80', 'NUM'), ('years', 'NOUN'), ('old', 'ADJ'), ('widower', 'ADJ'), ('11', 'NUM'), ('grandchildren', 'NOUN'), ('last', 'ADJ'), ('night', 'NOUN'), ('met', 'VERB'), ('two', 'NUM'), ('beautiful', 'ADJ'), ('flight', 'NOUN'), ('attendants', 'NOUN'), ('took', 'VERB'), ('home', 'NOUN'), ('made', 'VERB'), ('love', 'ADP'), ('twice', 'ADV'), ('priest', 'NOUN'), ('said', 'VERB'), ('well', 'ADV'), ('son', 'VERB'), ('last', 'ADJ'), ('time', 'NOUN'), ('confession', 'NOUN'), ('never', 'ADV'), ('father', 'ADV'), ('m', 'ADJ'), ('jewish', 'ADJ'), ('telling', 'VERB'), ('m', 'NOUN'), ('telling', 'VERB'), ('everybody', 'NOUN')]","['old', 'widower', 'last', 'beautiful', 'last', 'm', 'jewish']","['priest', 'love']","['twice', 'well', 'never', 'father']",[],[],"['guy', 'confession', 'father', 'm', 'years', 'grandchildren', 'night', 'flight', 'attendants', 'home', 'priest', 'time', 'confession', 'm', 'everybody']","['80', '11', 'two']",[],[],"['goes', 'says', 'met', 'took', 'made', 'said', 'son', 'telling', 'telling']",[],[]
51,"|  

  
Did you hear that Clinton has announced there is a new national bird?

The spread eagle.  
  
---|---

",did you hear that clinton has announced there is a new national bird the spread eagle,hear clinton announced new national bird spread eagle,hear clinton announced new national bird spread eagle,"[('hear', 'ADJ'), ('clinton', 'NOUN'), ('announced', 'VERB'), ('new', 'ADJ'), ('national', 'ADJ'), ('bird', 'NOUN'), ('spread', 'NOUN'), ('eagle', 'NOUN')]","['hear', 'new', 'national']",[],[],[],[],"['clinton', 'bird', 'spread', 'eagle']",[],[],[],['announced'],[],[]
52,"|  

  
Q: What do Monica Lewinsky and Bob Dole have in common?

A: They were both upset when Bill finished first.  
  
---|---

",q what do monica lewinsky and bob dole have in common a they were both upset when bill finished first,q monica lewinsky bob dole common upset bill finished first,q monica lewinsky bob dole common upset bill finished first,"[('q', 'NOUN'), ('monica', 'NOUN'), ('lewinsky', 'VERB'), ('bob', 'ADJ'), ('dole', 'ADJ'), ('common', 'ADJ'), ('upset', 'ADJ'), ('bill', 'NOUN'), ('finished', 'VERB'), ('first', 'ADV')]","['bob', 'dole', 'common', 'upset']",[],['first'],[],[],"['q', 'monica', 'bill']",[],[],[],"['lewinsky', 'finished']",[],[]
